Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
ONLINEPRINTERS INV_164625029595231_R04100083495.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV_164752312749130_R04100089663.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV_164814106677363_R04100091134.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091985.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091988.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091989.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091991.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091995.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091996.pdf,No encontrado,(no encontrado),No,
ONLINEPRINTERS INV__R04100091997.pdf,No encontrado,(no encontrado),No,
PLAUSIVE 141- 2022.pdf,No encontrado,(no encontrado),No,
RESTAURANTE BOSQUE 00296-2022.pdf,No encontrado,(no encontrado),No,
ROCKPORT 06130000000299.pdf,No encontrado,(no encontrado),No,
SERED Factura-SH-2022-44681.pdf,No encontrado,(no encontrado),No,
SERED Factura-SH-2022-44689.pdf,No encontrado,(no encontrado),No,
SHENZHENSHI DONGZHIRI CN-ES-1331699985-2022-4.pdf,No encontrado,(no encontrado),No,
SHENZHENSHI DONGZHIRI INV-ES-1331699985-2022-38.pdf,No encontrado,(no encontrado),No,
SOL_S 2203FV00821.PDF,No encontrado,(no encontrado),No,
SOL_S 2203FV04240.PDF,No encontrado,(no encontrado),No,
SOL_S 2203FV04787.PDF,No encontrado,(no encontrado),No,
SOL_S 2203FV05072.PDF,No encontrado,(no encontrado),No,
SOL_S 2203FV05652.PDF,No encontrado,(no encontrado),No,
TED GIFTED _25257_-_HARRY_1.pdf,No encontrado,(no encontrado),No,
TED GIFTED_25260_-_HARRY_2__300_.pdf,No encontrado,(no encontrado),No,
TIPSA FACTURA 2022015448.pdf,No encontrado,(no encontrado),No,
TIPSA FACTURA 2022015449.pdf,No encontrado,(no encontrado),No,
TROFEOS BALBINO FA55-22.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-11820.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-12573.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-13776.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-16168.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-16288.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-16390.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-16533.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-16561.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-19149.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-19729.pdf,No encontrado,(no encontrado),No,
TRUYOL factura_2022-19731.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-2301.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-2607.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-2715.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-2802.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-2956.pdf,No encontrado,(no encontrado),No,
UNITEDPRINT 44-22-3205.pdf,No encontrado,(no encontrado),No,
VELILLA FV1002220318897_300322.pdf,No encontrado,(no encontrado),No,
ZYAN DIGITAL F1-1-01808.pdf,No encontrado,(no encontrado),No,
ZYAN DIGITAL F1-1-01856.pdf,No encontrado,(no encontrado),No,
ZYAN DIGITAL F1-1-01870.pdf,No encontrado,(no encontrado),No,
ZYAN DIGITAL F1-1-01954.pdf,No encontrado,(no encontrado),No,
ZYAN DIGITAL F1-1-02013.pdf,No encontrado,(no encontrado),No,
