Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
GOR_INV_220168489_ES.pdf,Número de factura (archivo),220168489,Sí,969
GOR_RIN_221003765_ES.pdf,Número de factura (archivo),221003765,Sí,906
GRAMMA Factura BUZOSALAO CREATIVE S.L. 1-000482.pdf,Número de factura (archivo),482,Sí,985
JHK 2243814_ESCL007255.pdf,Número de factura (archivo),2243814,Sí,970
JHK 2244183_ESCL007255.pdf,Número de factura (archivo),2244183,Sí,979
JOYLU 22006323.pdf,Número de factura (archivo),22006323,Sí,881
LEROY MERLI N F046-0007-805151.pdf,Número de factura (archivo),805151,Sí,933
LEROY MERLIN F007-0007-095085.pdf,Número de factura (archivo),95085,Sí,923
LEROY MERLIN F007-0007-R341614.pdf,Número de factura (archivo),341614,Sí,927
LEROY MERLIN F046-0007-804387.pdf,Número de factura (archivo),804387,Sí,924
LEROY MERLIN F046-0007-806730.pdf,Número de factura (archivo),806730,Sí,964
LEROY MERLIN F046-0007-806939.pdf,Número de factura (archivo),806939,Sí,976
LEROY MERLIN F046-0007-R423991.pdf,Número de factura (archivo),423991,Sí,965
M2M SISTEMAS Factura de clientes_2022001883_20220721_124631.pdf,Número de factura (archivo),2022001883,Sí,938
MAKITO 2207105224.pdf,Número de factura (archivo),2207105224,Sí,896
MAKITO 2207106535.pdf,Número de factura (archivo),2207106535,Sí,901
MAKITO 2207108998.pdf,Número de factura (archivo),2207108998,Sí,909
MAKITO 2207111998.pdf,Número de factura (archivo),2207111998,Sí,916
MAKITO 2207114838.pdf,Número de factura (archivo),2207114838,Sí,926
MAKITO 2207117204.pdf,Número de factura (archivo),2207117204,Sí,939
MIDOCEAN_Invoice_103936245.pdf,Número de factura (archivo),103936245,Sí,971
MRW 059569_FA59000813.pdf,Número de factura (archivo),59000813,Sí,987
NEW WAVE Invoice_40312870.pdf,Número de factura (archivo),40312870,Sí,902
PAUL STRICKER INV-ES10122_001119.pdf,Número de factura (archivo),1119,Sí,941
PLASPAP F-0200-22 .pdf,Número de factura (PDF),200,Sí,952
RAMÓN LÓPEZ RL200439 LaImprentaBarata.pdf,Número de factura (archivo),200439,Sí,870
REPSOL 0033190-5-22-000681.pdf,Número de factura (archivo),681,Sí,920
REPSOL 015294-5-22-000304.pdf,Número de factura (archivo),304,Sí,919
SERED Factura-SH-2022-103488.pdf,Número de factura (archivo),103488,Sí,910
SERED Factura-SH-2022-108804.pdf,Número de factura (archivo),108804,Sí,947
SERED Factura-SH-2022-109149.pdf,Número de factura (archivo),109149,Sí,948
SERED Factura-SH-2022-111321.pdf,Número de factura (archivo),111321,Sí,980
STAMPROF 202200183.pdf,Número de factura (archivo),202200183,Sí,861
STAMPROF 202200192.pdf,Número de factura (archivo),202200192,Sí,907
TEXTIL MALLORCA 2212605.pdf,Número de factura (archivo),2212605,Sí,921
TEXTIL MALLORCA 2213600.pdf,Número de factura (archivo),2213600,Sí,981
TOP TEX FACTURA  - F22025785.pdf,Número de factura (archivo),22025785,Sí,862
TOP TEX FACTURA  - F22026856.pdf,Número de factura (archivo),22026856,Sí,903
TOP TEX FACTURA  - F22028266.pdf,Número de factura (archivo),22028266,Sí,930
TOP TEX FACTURA  - F22029922.pdf,Número de factura (archivo),22029922,Sí,982
TOP TEX FACTURA - F22026013.pdf,Número de factura (archivo),22026013,Sí,875
TOP TEX FACTURA - F22027781.pdf,Número de factura (archivo),22027781,Sí,917
TRANSPORTES MARCELO VALDERRAMA FACTURA 170.pdf,Número de factura (PDF),170,Sí,897
VALENTO FACTURA ELECTRONICA A840822.pdf,Número de factura (archivo),840822,Sí,962
VODAFONE ZI22-002166089.pdf,Número de factura (archivo),2166089,Sí,871
VOLKSWAGEN RENTING S22346449.pdf,Número de factura (archivo),22346449,Sí,890
XINDAO invoice IN1230826.pdf,Número de factura (archivo),1230826,Sí,983
AGUSTÍN VILAPLANA 221F0000602-00079F.PDF,Factura en nombre,602,Sí,872
AGUSTÍN VILAPLANA 221F0000657-00079F.PDF,Factura en nombre,657,Sí,905
AMAZON ES228OHCAEUI.pdf,Factura en nombre,228ohcaeui,Sí,975
CANAL ISABEL II 220004816860.pdf,Factura en nombre,4816860,Sí,882
CHONGGINGSHI INV-ES-1508323765-2022-32.pdf,Factura en nombre,2022-32,Sí,967
CHONGQING INV-ES-1508323765-2022-32.pdf,Factura en nombre,2022-32,Sí,967
COMERCIO TRAD. Y ELECTRÓNICO INV-ES-145566751-2022-2604.pdf,Factura en nombre,2022-2604,Sí,977
COMUVARTE FA2622.pdf,Factura en nombre,2622,Sí,867
COMUVARTE FA2664.pdf,Factura en nombre,2664,Sí,873
COMUVARTE FA2718.pdf,Factura en nombre,2718,Sí,884
COMUVARTE FA2723.pdf,Factura en nombre,2723,Sí,885
COMUVARTE FA2899.pdf,Factura en nombre,2899,Sí,914
COMUVARTE FA2985.pdf,Factura en nombre,2985,Sí,928
COMUVARTE FA3010.pdf,Factura en nombre,3010,Sí,934
COMUVARTE FA3027.pdf,Factura en nombre,3027,Sí,935
COMUVARTE FA3069.pdf,Factura en nombre,3069,Sí,945
COMUVARTE FA3122.pdf,Factura en nombre,3122,Sí,959
CORREOS FRO20221541195.pdf,Factura en nombre,221541195,Sí,944
DE LAGE LANDEN SP76312200061756.pdf,Factura en nombre,2200061756,Sí,949
IBERDROLA 21220711010327842.pdf,Factura en nombre,10327842,Sí,908
JN BORDADOS FAC-FR22-1713-166903.pdf,Factura en nombre,13,Sí,894
LIDL SUPERMERCADOS 002813-05.pdf,Factura en nombre,13,Sí,894
MENÚ & SABOR 1-1-31.pdf,Factura en nombre,1-1-31,Sí,883
MENÚ & SABOR F-V17046.pdf,Factura en nombre,170,Sí,897
MENÚ & SABOR F1-1-32.pdf,Factura en nombre,1-1-32,Sí,911
MENÚ & SABOR F1-1-33.pdf,Factura en nombre,1-1-33,Sí,913
MENÚ & SABOR F1-1-34.pdf,Factura en nombre,1-1-34,Sí,918
MENÚ & SABOR F1-1-36.pdf,Factura en nombre,1-1-36,Sí,956
MENÚ & SABOR F1-1-37.pdf,Factura en nombre,1-1-37,Sí,963
MENÚ & SABOR F1-1-38.pdf,Factura en nombre,1-1-38,Sí,974
ONLINEPRINTERS INV_165894166145730_R04100118977.pdf,Factura en nombre,4100118977,Sí,972
SHENZHEN HAIYUNZHOU INV-IT-170985481-2022-90.pdf,Factura en nombre,170,Sí,897
SHENZHEN HAIYUNZHOU INV-IT-170985481-2022-91.pdf,Factura en nombre,170,Sí,897
SHENZHEN HAIYUNZHOYU INV-IT-170985481-2022-90.pdf,Factura en nombre,170,Sí,897
SHENZHEN HAIYUNZHOYU INV-IT-170985481-2022-91.pdf,Factura en nombre,170,Sí,897
SOL_S 2207FV01344.PDF,Factura en nombre,fv01344,Sí,892
SOL_S 2207FV02684.PDF,Factura en nombre,fv02684,Sí,912
SOL_S 2207FV06326.PDF,Factura en nombre,fv06326,Sí,973
ZYAN DIGITAL 22F1-1-05121.pdf,Factura en nombre,f1-1-05121,Sí,950
