Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
MRW GETAFE Diciembre-007549_M00018143.pdf,Número de factura (archivo),00018143,Sí,1637
NEW WAVE Invoice_40327181.pdf,Número de factura (archivo),40327181,Sí,1612
NEW WAVE Invoice_95023777.pdf,Número de factura (archivo),95023777,Sí,1630
PF CONCEPT_CES1_2022004155.pdf,Número de factura (archivo),2022004155,Sí,1619
PLASPAP F-0338-22.pdf,Número de factura (PDF),00338,Sí,1613
RAMÓN LÓPEZ RL200510 Imprimiendote.pdf,Número de factura (archivo),200510,Sí,1541
REPSOL invoice_015294-5-22-000826.pdf,Número de factura (archivo),000826,Sí,1631
REPSOL invoice_033190-5-22-001540.pdf,Número de factura (archivo),001540,Sí,1632
SERED Factura-SH-2022-184158.pdf,Número de factura (archivo),184158,Sí,1616
SHENZHEN SHI BOJIE 408-1771000-7558765.pdf,Número de factura (archivo),7558765,Sí,1595
STAMPROF S202200399.pdf,Número de factura (archivo),202200399,Sí,1625
TEXTIL MALLORCA 2223168.pdf,Número de factura (archivo),2223168,Sí,1620
TIPSA 2022-016996.pdf,Número de factura (archivo),016996,Sí,1634
TIPSA 2022-016997.pdf,Número de factura (archivo),016997,Sí,1635
TOP TEX FACTURA  - F22048018.pdf,Número de factura (archivo),22048018,Sí,1548
TOP TEX FACTURA  - F22050667.pdf,Número de factura (archivo),22050667,Sí,1602
TOP TEX FACTURA  - F22051147.pdf,Número de factura (archivo),22051147,Sí,1615
TRANSPORTES MARCELO FACTURA DICIEMBRE-22.pdf,Número de factura (PDF),303,Sí,1626
VODAFONE ZI22-003788316.pdf,Número de factura (archivo),003788316,Sí,1540
VOLKSWAGEN RENTING S22626349.pdf,Número de factura (archivo),22626349,Sí,1549
XINDAO invoice IN1305364.pdf,Número de factura (archivo),1305364,Sí,1586
AGUSTÍN VILLAPLANA 221F0001148-00079F.PDF,Factura en nombre,1148,Sí,1543
AMAZON ES23KZHEAEUI.pdf,Factura en nombre,23kzheaeui,Sí,1545
AMAZON FRANÇAISE FR22YWYJRAEUI.pdf,Factura en nombre,2ywyjraeui,Sí,1607
CEDIS JOGUINES INV-ES-143583161-2022-281.pdf,Factura en nombre,2022-281,Sí,1600
COMUVARTE FA5599.pdf,Factura en nombre,5599,Sí,1558
DE LAGE LANDEN SP76312200103710.pdf,Factura en nombre,2200103710,Sí,1608
IBERDROLA 21221229010208824.pdf,Factura en nombre,10208824,Sí,1624
JM FACTORY F1.356.pdf,Factura en nombre,1.356,Sí,1611
JN BORDADOS FAC-FR22-2918-178361.pdf,Factura en nombre,2918,Sí,1633
KRISMER IBERICA INV-ES-132135471-2022-360.pdf,Factura en nombre,2022-360,Sí,1594
MENÚ & SABOR F1-1-114.pdf,Factura en nombre,1-1-114,Sí,1569
MENÚ & SABOR F1-1-118.pdf,Factura en nombre,1-1-118,Sí,1577
MENÚ & SABOR F1-1-121.pdf,Factura en nombre,1-1-121,Sí,1581
MENÚ & SABOR F1-1-123.pdf,Factura en nombre,23,Sí,1561
MERCADONA V2022-00005141484.pdf,Factura en nombre,5141484,Sí,1591
REST. SAYMI - II Y III 231222.pdf,Factura en nombre,23,Sí,1561
SECANETA 20221223_6252.pdf,Factura en nombre,23,Sí,1561
SERINPREN 001_fv22_023173.PDF,Factura en nombre,23173,Sí,1547
SERINPREN 001_fv22_023238.PDF,Factura en nombre,23,Sí,1561
SOL_S 2212FV00920.PDF,Factura en nombre,fv00920,Sí,1552
SOL_S 2212FV02617.PDF,Factura en nombre,fv02617,Sí,1582
SOL_S 2212FV03466.PDF,Factura en nombre,fv03466,Sí,1598
TELPARK ES2022-38559950.pdf,Factura en nombre,5599,Sí,1558
TRUYOL factura_2022-77680.pdf,Factura en nombre,2022-7,Sí,1617
TRUYOL factura_2022-80556.pdf,Factura en nombre,80556,Sí,1593
VERKALL INV-ES-1223930375-2022-6818.pdf,Factura en nombre,23,Sí,1561
YIWU INV-IT-1927065645-2022-124.pdf,Factura en nombre,2022-124,Sí,1596
YIWU JUCHANG CN-IT-1927065645-2022-7.pdf,Factura en nombre,2022-7,Sí,1617
ZYAN DIGITAL 22F1-1-08471.pdf,Factura en nombre,f1-1-08471,Sí,1550
