Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
MAKITO 2210111438.PDF,Número de factura (archivo),2210111438.0,Sí,1292
MAKITO 2210116558.PDF,Número de factura (archivo),2210116558.0,Sí,1311
MAKITO 2210122687.PDF,Número de factura (archivo),2210122687.0,Sí,1339
MAKITO 2210124121.PDF,Número de factura (archivo),2210124121.0,Sí,1340
MAKITO 2210127266.PDF,Número de factura (archivo),2210127266.0,Sí,1352
MAKITO 2210127267.PDF,Número de factura (archivo),2210127267.0,Sí,1353
MAKITO 2210130916.PDF,Número de factura (archivo),2210130916.0,Sí,1368
MAKITO 2210190969.PDF,Número de factura (archivo),2210190969.0,Sí,1354
MIDOCEAN_Invoice_104095339.pdf,Número de factura (archivo),104095339.0,Sí,1312
MRW 059569_FA59001242.pdf,Número de factura (archivo),59001242.0,Sí,1380
NEW WAVE Invoice_40320083.pdf,Número de factura (archivo),40320083.0,Sí,1295
NEW WAVE Invoice_95023530.pdf,Número de factura (archivo),95023530.0,Sí,1361
OEDIM 47998.pdf,Número de factura (PDF),47998.0,Sí,1303
RAMÓN LÓPEZ RL200482 LaImprentaBarata.pdf,Número de factura (archivo),200482.0,Sí,1239
SERED Factura-SH-2022-143408.pdf,Número de factura (archivo),143408.0,Sí,1233
SERED Factura-SH-2022-148024.pdf,Número de factura (archivo),148024.0,Sí,1288
SERED Factura-SH-2022-153981.pdf,Número de factura (archivo),153981.0,Sí,1337
STAMPROF 202200283.pdf,Número de factura (archivo),202200283.0,Sí,1276
STAMPROF 202200284.pdf,Número de factura (archivo),202200284.0,Sí,1277
STAMPROF 202200304.pdf,Número de factura (archivo),202200304.0,Sí,1327
TEXTIL MALLORCA 2218360.pdf,Número de factura (archivo),2218360.0,Sí,1296
TEXTIL MALLORCA 2219186.pdf,Número de factura (archivo),2219186.0,Sí,1371
TOP TEX FACTURA  - F22037318.pdf,Número de factura (archivo),22037318.0,Sí,1234
TOP TEX FACTURA  - F22038253.pdf,Número de factura (archivo),22038253.0,Sí,1267
TOP TEX FACTURA  - F22039062.pdf,Número de factura (archivo),22039062.0,Sí,1297
TOP TEX FACTURA  - F22039575.pdf,Número de factura (archivo),22039575.0,Sí,1304
TOP TEX FACTURA  - F22039581.pdf,Número de factura (archivo),22039581.0,Sí,1305
TOP TEX FACTURA  - F22040588.pdf,Número de factura (archivo),22040588.0,Sí,1328
TOP TEX FACTURA  - F22041037.pdf,Número de factura (archivo),22041037.0,Sí,1346
TOP TEX FACTURA  - F22041135.pdf,Número de factura (archivo),22041135.0,Sí,1356
TRANSPORTES MACERLO FACTURA OCTUBRE-22.pdf,Número de factura (PDF),256.0,Sí,1386
VALENTO FACTURA ELECTRONICA A868032.pdf,Número de factura (archivo),868032.0,Sí,1306
VODAFONE ZI22-003061853.pdf,Número de factura (archivo),3061853.0,Sí,1212
VOLKSWAGEN RENTING S22513974.pdf,Número de factura (archivo),22513974.0,Sí,1279
AGUSTÍN VILAPLANA 221F0000913-00079F.PDF,Factura en nombre,913,Sí,1231
AGUSTÍN VILAPLANA 221F0000977-00079F.PDF,Factura en nombre,977,Sí,1280
AMAZON ES23483IAEUI.pdf,Factura en nombre,23483iaeui,Sí,1348
AMAZON ES234867AEUI.pdf,Factura en nombre,234867aeui,Sí,1343
AMAZON ES23488WAEUI.pdf,Factura en nombre,23488waeui,Sí,1342
ARTILEX FRA 230.652.pdf,Factura en nombre,230.652,Sí,1359
BENZO MAGIC 8117.pdf,Factura en nombre,8117,Sí,1330
COMUVARTE FA4431.pdf,Factura en nombre,4431,Sí,1259
COMUVARTE FA4525.pdf,Factura en nombre,4525,Sí,1282
COMUVARTE FA4648.pdf,Factura en nombre,4648,Sí,1309
COMUVARTE FA4833.pdf,Factura en nombre,4833,Sí,1357
COMUVARTE FA4864.pdf,Factura en nombre,4864,Sí,1364
COMVUARTE FA4131.pdf,Factura en nombre,4131,Sí,1217
DE LAGE LANDEN SP76312200087359.pdf,Factura en nombre,2200087359,Sí,1331
ESMALTADOS RIVER FAA589.pdf,Factura en nombre,a589,Sí,1335
ESMALTADOS RIVER FAA597.pdf,Factura en nombre,a597,Sí,1350
IBERDROLA 21221003010201374.pdf,Factura en nombre,10201374,Sí,1238
IBERDROLA 21221028010199956.pdf,Factura en nombre,19,Sí,1273
JN BORDADOS  FAC-FR22-2342-173343.pdf,Factura en nombre,2342,Sí,1387
JN BORDADOS FAC-FR22-2341-173342.pdf,Factura en nombre,2341,Sí,1388
MASGUANT 21412.pdf,Factura en nombre,21412,Sí,1379
MEDIA MARKT Tax_Invoice_163666256_B026220000000059.pdf,Factura en nombre,0000000059,Sí,1358
MENÚ & SABOR F1-1-69.pdf,Factura en nombre,1-1-69,Sí,1236
MENÚ & SABOR F1-1-70.pdf,Factura en nombre,1-1-70,Sí,1244
MENÚ & SABOR F1-1-74.pdf,Factura en nombre,1-1-74,Sí,1284
MENÚ & SABOR F1-1-75.pdf,Factura en nombre,1-1-75,Sí,1294
MENÚ & SABOR F1-1-77.pdf,Factura en nombre,1-1-77,Sí,1313
MENÚ & SABOR F1-1-78.pdf,Factura en nombre,1-1-78,Sí,1315
MENÚ & SABOR F1-1-80.pdf,Factura en nombre,1-1-80,Sí,1316
MENÚ & SABOR F1-1-81.pdf,Factura en nombre,1-1-81,Sí,1336
MENÚ & SABOR F1-1-82.pdf,Factura en nombre,1-1-82,Sí,1347
OH MY CUP FACTURA 22838.pdf,Factura en nombre,22838,Sí,1260
SECANETA 20221007_4864.pdf,Factura en nombre,4864,Sí,1364
SERINPREN 001_fv22_022977.PDF,Factura en nombre,22977,Sí,1251
SERINPREN 001_fv22_023007.PDF,Factura en nombre,23007,Sí,1289
SERINPREN 001_fv22_023047.PDF,Factura en nombre,23047,Sí,1323
SERINPREN 001_fv22_023070.PDF,Factura en nombre,23070,Sí,1369
SOL_S 2210FV00460.PDF,Factura en nombre,fv00460,Sí,1243
SOL_S 2210FV00860.PDF,Factura en nombre,fv00860,Sí,1252
SOL_S 2210FV05305.PDF,Factura en nombre,fv05305,Sí,1320
SOL_S 2210FV05722.PDF,Factura en nombre,fv05722,Sí,1326
SOL_S 2210FV06125.PDF,Factura en nombre,fv06125,Sí,1338
SOL_S 2210FV06531.PDF,Factura en nombre,fv06531,Sí,1345
SOL_S 2210FV07834.PDF,Factura en nombre,fv07834,Sí,1362
SOL_S 2210FV07869.PDF,Factura en nombre,fv07869,Sí,1370
SOL_S Ventas  2210AV00465.pdf,Factura en nombre,av00465,Sí,1363
TEJOBRIDE Fatura Recibo nº 6420.pdf,Factura en nombre,6420,Sí,1300
TRUYOL factura_2022-61219.pdf,Factura en nombre,19,Sí,1273
UNITEDPRINT 44-22-9992.pdf,Factura en nombre,4-22-9992,Sí,1376
ZYAN DIGITAL 22F1-1-06723.pdf,Factura en nombre,f1-1-06723,Sí,1235
ZYAN DIGITAL 22F1-1-06792.pdf,Factura en nombre,f1-1-06792,Sí,1256
