Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
MAKITO 2206104705.pdf,Número de factura (archivo),2206104705,Sí,723
MAKITO 2206107569.pdf,Número de factura (archivo),2206107569,Sí,733
MAKITO 2206108495.pdf,Número de factura (archivo),2206108495,Sí,737
MAKITO 2206113977.pdf,Número de factura (archivo),2206113977,Sí,766
MAKITO 2206121216.pdf,Número de factura (archivo),2206121216,Sí,792
MAKITO 2206126396.pdf,Número de factura (archivo),2206126396,Sí,812
MAKITO 2206131870.pdf,Número de factura (archivo),2206131870,Sí,827
MAKITO 2206132484.pdf,Número de factura (archivo),2206132484,Sí,828
MAKITO 2206134756.pdf,Número de factura (archivo),2206134756,Sí,858
MAKITO 2206134757.pdf,Número de factura (archivo),2206134757,Sí,847
MAKITO 2206190559.PDF,Número de factura (archivo),2206190559,Sí,767
MRW 059569_FA59000794.pdf,Número de factura (archivo),59000794,Sí,848
NEW WAVE Invoice_40309948.pdf,Número de factura (archivo),40309948,Sí,743
NEW WAVE Invoice_40311506.pdf,Número de factura (archivo),40311506,Sí,821
PAUL STRICKER FCI-PT10122_016026.pdf,Número de factura (archivo),016026,Sí,724
PAUL STRICKER NCI-PT10122_001232.pdf,Número de factura (archivo),001232,Sí,763
PAUL STRICKER NCI-PT10122_001285.pdf,Número de factura (archivo),001285,Sí,793
PLATÍNEZ FACCLI_221083.PDF,Número de factura (archivo),221083,Sí,804
PMAS FULL SPORT 22-0941-P1.pdf,Número de factura (PDF),22-0941-P1,Sí,834
RAMÓN LÓPEZ RL200425 LaImprentaBarata.pdf,Número de factura (archivo),200425,Sí,698
RESTAURANTE RIOJANO Factura 775  2022.pdf,Número de factura (PDF),775,Sí,744
SEAN TEXTIL FAC00003722.pdf,Número de factura (archivo),00003722,Sí,850
STAMPROF 202200167.pdf,Número de factura (archivo),202200167,Sí,735
TEXTIL MALLORCA 2210173.pdf,Número de factura (archivo),2210173,Sí,773
TEXTIL MALLORCA 2211464.pdf,Número de factura (archivo),2211464,Sí,852
TOP TEX FACTURA  - F22020694.pdf,Número de factura (archivo),22020694,Sí,707
TOP TEX FACTURA  - F22022909.pdf,Número de factura (archivo),22022909,Sí,774
TRANSPORTES MARCELO FACTURA 167.pdf,Número de factura (PDF),167,Sí,853
VALENTO FACTURA ELECTRONICA A820393.pdf,Número de factura (archivo),820393,Sí,702
VALENTO FACTURA ELECTRONICA A825401.pdf,Número de factura (archivo),825401,Sí,768
VODAFONE ZI22-001853844.pdf,Número de factura (archivo),001853844,Sí,703
VOLKSWAGEN RENTING S22290654.pdf,Número de factura (archivo),22290654,Sí,725
ADIVIN FRECT2022_2421.pdf,Factura en nombre,2022_2421,Sí,786
AGUSTÍN VILAPLANA 221F0000549-00079F.PDF,Factura en nombre,549,Sí,710
BK VALDEMORO 146-11701985622.pdf,Factura en nombre,11,Sí,745
C&A FT340071-2-2022-12.pdf,Factura en nombre,2022-12,Sí,739
COMUVARTE FA1824.pdf,Factura en nombre,1824,Sí,705
COMUVARTE FA1910.pdf,Factura en nombre,1910,Sí,720
COMUVARTE FA1911.pdf,Factura en nombre,1911,Sí,721
COMUVARTE FA2038.pdf,Factura en nombre,2038,Sí,742
COMUVARTE FA2089.pdf,Factura en nombre,2089,Sí,760
COMUVARTE FA2162.pdf,Factura en nombre,2162,Sí,770
COMUVARTE FA2243.pdf,Factura en nombre,2243,Sí,788
COMUVARTE FA2314.pdf,Factura en nombre,2314,Sí,797
COMUVARTE FA2336.pdf,Factura en nombre,2336,Sí,803
COMUVARTE FA2428.pdf,Factura en nombre,2428,Sí,814
COMUVARTE FA2460.pdf,Factura en nombre,2460,Sí,819
COMUVARTE FA2533.pdf,Factura en nombre,2533,Sí,832
DE LAGE LANDEN SP76312200053036.pdf,Factura en nombre,2200053036,Sí,802
HANGZHOU GREAT INV-ES-1133241395-2022-1013.pdf,Factura en nombre,11,Sí,745
IBERDROLA 21220629010180745.pdf,Factura en nombre,10180745,Sí,837
JN BORDADOS FAC-FR22-1393-164504.pdf,Factura en nombre,1393,Sí,844
JN BORDADOS FAC-FR22-1394-164505.pdf,Factura en nombre,1394,Sí,845
MACAR FV12022001304.pdf,Factura en nombre,2022001304,Sí,846
MENÚ & SABOR  F1-1-24.pdf,Factura en nombre,1-1-24,Sí,800
MENÚ & SABOR 1-1-22.pdf,Factura en nombre,1-1-22,Sí,726
MENÚ & SABOR 1-1-25.pdf,Factura en nombre,1-1-25,Sí,822
MENÚ & SABOR 1-1-27.pdf,Factura en nombre,1-1-27,Sí,830
MENÚ & SABOR 1-1-28.pdf,Factura en nombre,1-1-28,Sí,854
MENÚ & SABOR F1-1-21.pdf,Factura en nombre,1-1-21,Sí,704
MENÚ & SABOR T-V15411.pdf,Factura en nombre,11,Sí,745
ONLINEPRINTERS INV_165425292727662_R04100111685.pdf,Factura en nombre,11,Sí,745
ONLINEPRINTERS INV_165450484561030_R04100111468.pdf,Factura en nombre,11,Sí,745
ONLINEPRINTERS INV_165450484561030_R04100111479.pdf,Factura en nombre,11,Sí,745
ONLINEPRINTERS INV_165632872656730_R04100115165.pdf,Factura en nombre,11,Sí,745
SERED Factura-SH-2022-94376.pdf,Factura en nombre,2022-94376,Sí,815
SERED Factura-SH-2022-94874.pdf,Factura en nombre,2022-94874,Sí,817
SOL_S 2206FV00029.PDF,Factura en nombre,fv00029,Sí,699
SOL_S 2206FV00315.PDF,Factura en nombre,fv00315,Sí,706
SOL_S 2206FV01988.PDF,Factura en nombre,fv01988,Sí,731
SOL_S 2206FV03677.PDF,Factura en nombre,fv03677,Sí,772
SOL_S 2206FV05149.PDF,Factura en nombre,fv05149,Sí,794
SOL_S 2206FV05915.PDF,Factura en nombre,fv05915,Sí,805
SOL_S 2206FV07039.PDF,Factura en nombre,fv07039,Sí,829
SOL_S 2206FV07636.PDF,Factura en nombre,fv07636,Sí,835
SOL_S Ventas  2206AV00688.pdf,Factura en nombre,av00688,Sí,851
ZAPATERÍA DORI P_AIPIE FA9260.pdf,Factura en nombre,9260,Sí,859
ZYAN DIGITAL 22F1-1-03787.pdf,Factura en nombre,f1-1-03787,Sí,709
ZYAN DIGITAL 22F1-1-03844.pdf,Factura en nombre,f1-1-03844,Sí,716
ZYAN DIGITAL 22F1-1-04286.pdf,Factura en nombre,f1-1-04286,Sí,801
