Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
ESMALTADOS RIVER A630.pdf,Factura en nombre,a630,Sí,1440
IBERDROLA 21221129010245287.pdf,Factura en nombre,21,Sí,1423
JN BORDADOS FAC-FR22-2617-176390.pdf,Factura en nombre,2617,Sí,1532
JN BORDADOS FAC-FR22-2618-176391.pdf,Factura en nombre,2618,Sí,1533
MENÚ & SABOR F1-1-100.pdf,Factura en nombre,1-1-100,Sí,1476
MENÚ & SABOR F1-1-84.pdf,Factura en nombre,1-1-84,Sí,1394
MENÚ & SABOR F1-1-87.pdf,Factura en nombre,1-1-87,Sí,1402
MENÚ & SABOR F1-1-90.pdf,Factura en nombre,1-1-90,Sí,1411
MENÚ & SABOR F1-1-96.pdf,Factura en nombre,1-1-96,Sí,1453
MENÜ & SABOR F1-1-92.pdf,Factura en nombre,1-1-92,Sí,1417
MENÜ & SABOR F1-1-93.pdf,Factura en nombre,1-1-93,Sí,1425
MERCADONA A-V2022-00004838345.pdf,Factura en nombre,4838345,Sí,1514
MERCADONA A-V2022-0004730942.pdf,Factura en nombre,4730942,Sí,1477
ONLINEPRINTERS INV_166793080522722_R04100135914.pdf,Factura en nombre,4100135914,Sí,1451
ONLINEPRINTERS INV_166904498392624_R04100138267.pdf,Factura en nombre,0410013826,Sí,1506
ONLINEPRINTERS INV_166904545197835_R04100138579.pdf,Factura en nombre,0410013857,Sí,1512
REST. SAYMI - II y III 221122.pdf,Factura en nombre,21,Sí,1423
SECANETA 20221111_5498.pdf,Factura en nombre,21,Sí,1423
SOL_S 2211FV00023.PDF,Factura en nombre,11fv00023,Sí,1393
SOL_S 2211FV07047.PDF,Factura en nombre,21,Sí,1423
SOL_S 2211FV08221.PDF,Factura en nombre,21,Sí,1423
SOL_S 2211FV09164.PDF,Factura en nombre,21,Sí,1423
ZYAN DIGITAL 22F1-1-07879.pdf,Factura en nombre,f1-1-07879,Sí,1455
