Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
GOR_INV_220109471_ES.pdf,Número de factura (archivo),220109471,Sí,678
GOR_INV_220111097_ES.pdf,Número de factura (archivo),220111097,Sí,688
GOR_INV_222100103.pdf,Número de factura (archivo),222100103,Sí,679
GRAMMA Factura BUZOSALAO CREATIVE S.L. 1-000319.pdf,Número de factura (archivo),000319,Sí,690
IMPRESIÓN DIGITAL CAMP F2000358.pdf,Número de factura (archivo),2000358,Sí,571
IPB PLÁSTICOS Y BOLSAS FAC. 221857.pdf,Número de factura (archivo),221857,Sí,568
JHK 2223435_ESCL007255.pdf,Número de factura (archivo),2223435,Sí,557
M2M SISTEMAS Factura de clientes_2022001141_20220518_130251.pdf,Número de factura (archivo),2022001141,Sí,615
M2M SISTEMAS Factura de clientes_2022001206_20220523_123628.pdf,Número de factura (archivo),2022001206,Sí,632
MAKITO 2205100721.PDF,Número de factura (archivo),2205100721,Sí,550
MAKITO 2205104284.PDF,Número de factura (archivo),2205104284,Sí,566
MAKITO 2205105734.PDF,Número de factura (archivo),2205105734,Sí,577
MAKITO 2205109360.PDF,Número de factura (archivo),2205109360,Sí,588
MAKITO 2205112563.PDF,Número de factura (archivo),2205112563,Sí,598
MAKITO 2205116175.PDF,Número de factura (archivo),2205116175,Sí,616
MAKITO 2205118567.PDF,Número de factura (archivo),2205118567,Sí,625
MAKITO 2205122335.pdf,Número de factura (archivo),2205122335,Sí,644
MAKITO 2205125295.pdf,Número de factura (archivo),2205125295,Sí,656
MAKITO 2205132054.pdf,Número de factura (archivo),2205132054,Sí,676
MAKITO 2205132396.pdf,Número de factura (archivo),2205132396,Sí,677
MAKITO 2205135249.pdf,Número de factura (archivo),2205135249,Sí,693
NEW WAVE Invoice_40306019.pdf,Número de factura (archivo),40306019,Sí,561
NEW WAVE Invoice_40306696.pdf,Número de factura (archivo),40306696,Sí,597
NEW WAVE Invoice_40307502.pdf,Número de factura (archivo),40307502,Sí,629
NEW WAVE Invoice_40308332.pdf,Número de factura (archivo),40308332,Sí,664
NEW WAVE Invoice_95023146.pdf,Número de factura (archivo),95023146,Sí,681
PARKIMETER BookingInvoice_454723.pdf,Número de factura (PDF),BCES22-714,Sí,675
PAUL STRICKER FCI-PT10122_014802.pdf,Número de factura (archivo),014802,Sí,659
PAUL STRICKER FCN-PT10122_015185.pdf,Número de factura (archivo),015185,Sí,559
PMAS FULL SPORT 22-0678-P1_1848462005.pdf,Número de factura (PDF),22-0678-P1,Sí,592
PMAS FULL SPORT 22-0747-P1_735843407.pdf,Número de factura (PDF),22-0747-P1,Sí,662
STAMPROF 202200137.pdf,Número de factura (archivo),202200137,Sí,618
STAMPROF 202200151.pdf,Número de factura (archivo),202200151,Sí,667
TEXTIL MALLORCA 2207634.pdf,Número de factura (archivo),2207634,Sí,599
TEXTIL MALLORCA 2208940.pdf,Número de factura (archivo),2208940,Sí,683
TOP TEX FACTURA  - F22015600.pdf,Número de factura (archivo),22015600,Sí,562
TOP TEX FACTURA  - F22017028.pdf,Número de factura (archivo),22017028,Sí,605
TOP TEX FACTURA  - F22017041.pdf,Número de factura (archivo),22017041,Sí,606
TOP TEX FACTURA  - F22017375.pdf,Número de factura (archivo),22017375,Sí,612
TOP TEX FACTURA  - F22017383.pdf,Número de factura (archivo),22017383,Sí,613
TOP TEX FACTURA  - F22018503.pdf,Número de factura (archivo),22018503,Sí,645
TOP TEX FACTURA  - F22019025.pdf,Número de factura (archivo),22019025,Sí,653
VALENTO FACTURA ELECTRONICA A809617.pdf,Número de factura (archivo),809617,Sí,564
VODAFONE ZI22-001462772.pdf,Número de factura (archivo),001462772,Sí,542
VOLKSWAGEN RENTING S22235817.pdf,Número de factura (archivo),22235817,Sí,580
ADIVIN F2022_119296.pdf,Factura en nombre,1192,Sí,544
AGUSTÍN VILAPLANA 221F0000493-00079F.PDF,Factura en nombre,493,Sí,543
AUTOPISTA SEITT 511938.pdf,Factura en nombre,9,Sí,582
BOSQUE HOTELEROS 00491-2022.pdf,Factura en nombre,9,Sí,582
BOSQUE HOTELEROS 00498-2022.pdf,Factura en nombre,9,Sí,582
BOSQUE HOTELEROS 00529-2022.pdf,Factura en nombre,9,Sí,582
CANAL ISABEL II 220003271032.pdf,Factura en nombre,3271032,Sí,569
COMUVARTE FA1192.pdf,Factura en nombre,1192,Sí,544
COMUVARTE FA1267.pdf,Factura en nombre,1267,Sí,570
COMUVARTE FA1291.pdf,Factura en nombre,1291,Sí,574
COMUVARTE FA1364.pdf,Factura en nombre,1364,Sí,589
COMUVARTE FA1436.pdf,Factura en nombre,1436,Sí,610
COMUVARTE FA1529.pdf,Factura en nombre,9,Sí,582
COMUVARTE FA1556.pdf,Factura en nombre,1556,Sí,640
COMUVARTE FA1590.pdf,Factura en nombre,9,Sí,582
COMUVARTE FA1673.pdf,Factura en nombre,1673,Sí,666
COMUVARTE FA1752.pdf,Factura en nombre,1752,Sí,697
DE LAGE LANDEN SP76312200044076.pdf,Factura en nombre,2200044076,Sí,639
DECATHLON 22-0005-0001595997.pdf,Factura en nombre,9,Sí,582
E.S. VALDEMORO FIE00928151.pdf,Factura en nombre,928151,Sí,567
GOYA Factura_VF2205_00690.pdf,Factura en nombre,9,Sí,582
IBERDROLA 21220527010248304.pdf,Factura en nombre,10248304,Sí,673
JN BORDADOS FAC-FR22-1042-162143.pdf,Factura en nombre,1042,Sí,691
JN BORDADOS FAC-FR22-1043-162144.pdf,Factura en nombre,1043,Sí,692
LEROY MERLIN F039-0005-957853.pdf,Factura en nombre,9,Sí,582
LIDL SUPERMERCADOS 104302-03.pdf,Factura en nombre,1043,Sí,692
MENU & SABOR 1-1-16.pdf,Factura en nombre,1-1-16,Sí,617
MENÚ & SABOR F1-1-20.pdf,Factura en nombre,1-1-20,Sí,680
MENÚ & SABOR V13249.pdf,Factura en nombre,9,Sí,582
MERCADONA 4297-010-232426.pdf,Factura en nombre,9,Sí,582
ONLINEPRINTERS INV_165280786253760_R04100107681.pdf,Factura en nombre,4100107681,Sí,652
PLAUSIVE 294-2022.pdf,Factura en nombre,9,Sí,582
SERED Factura-SH-2022-78691.pdf,Factura en nombre,9,Sí,582
SERED Factura-SH-2022-90923.pdf,Factura en nombre,9,Sí,582
SHENZHENSHI WEIGEERSHANGMAO Invoice 403-6232419-2767528.pdf,Factura en nombre,9,Sí,582
SOL_S 2205FV00844.PDF,Factura en nombre,fv00844,Sí,558
SOL_S 2205FV03457.PDF,Factura en nombre,fv03457,Sí,604
SOL_S 2205FV06670.PDF,Factura en nombre,fv06670,Sí,660
SOL_S 2205FV07099.PDF,Factura en nombre,9,Sí,582
SOL_S 2205FV07100.PDF,Factura en nombre,fv07100,Sí,669
SOL_S 2205FV07901.PDF,Factura en nombre,9,Sí,582
SOL`S 2205FV03847.PDF,Factura en nombre,fv03847,Sí,611
TOP TEX FACTURA BUZOSALAOCREATIVE - F22020991.pdf,Factura en nombre,9,Sí,582
TROFEOS BALBINO F99-22.pdf,Factura en nombre,9,Sí,582
TRUYOL factura_2022-30911.pdf,Factura en nombre,9,Sí,582
UNITEDPRINT 44-21-13058-S102.pdf,Factura en nombre,13058-s102,Sí,620
UNITEDPRINT 44-22-4893.pdf,Factura en nombre,9,Sí,582
UNITEDPRINT 44-22-4894.pdf,Factura en nombre,9,Sí,582
UNITEDPRINT 44-22-4908.pdf,Factura en nombre,9,Sí,582
UNITEDPRINT 44-22-4920.pdf,Factura en nombre,9,Sí,582
UNITEDPRINT 44-22-5359.pdf,Factura en nombre,9,Sí,582
VALDEMODIS  002100126842.pdf,Factura en nombre,2100126842,Sí,608
ZYAN DIGITAL 22F1-1-02928.pdf,Factura en nombre,f1-1-02928,Sí,555
ZYAN DIGITAL 22F1-1-03041.pdf,Factura en nombre,f1-1-03041,Sí,578
ZYAN DIGITAL 22F1-1-03162.pdf,Factura en nombre,f1-1-03162,Sí,594
ZYAN DIGITAL 22F1-1-03560.pdf,Factura en nombre,f1-1-03560,Sí,672
