Archivo,Método,Valor_detectado,¿Coincide?,Nº Orden
MENÚ & SABOR F1-1-55.pdf,Factura en nombre,1-1-55,Sí,1117
MENÚ & SABOR F1-1-57.pdf,Factura en nombre,1-1-57,Sí,1120
MENÚ & SABOR F1-1-58.pdf,Factura en nombre,1-1-58,Sí,1122
MENÚ & SABOR F1-1-59.pdf,Factura en nombre,1-1-59,Sí,1132
MENÚ & SABOR F1-1-60.pdf,Factura en nombre,1-1-60,Sí,1144
MENÚ & SABOR F1-1-61.pdf,Factura en nombre,1-1-61,Sí,1147
MENÚ & SABOR F1-1-62.pdf,Factura en nombre,1-1-62,Sí,1161
MENÚ & SABOR F1-1-64.pdf,Factura en nombre,1-1-64,Sí,1173
MENÚ & SABOR F1-1-65.pdf,Factura en nombre,1-1-65,Sí,1179
MENÚ & SABOR F1-1-67.pdf,Factura en nombre,1-1-67,Sí,1183
MENÚ & SABOR F1-1-68.pdf,Factura en nombre,1-1-68,Sí,1188
SECANETA 20220916_4575.pdf,Factura en nombre,220,Sí,1123
SECANETA 20220930_4731.pdf,Factura en nombre,220,Sí,1123
SERINPREN 001_fv22_022895.PDF,Factura en nombre,22895,Sí,1113
SERINPREN 001_fv22_022926.PDF,Factura en nombre,22926,Sí,1153
SERINPREN 001_fv22_022934.PDF,Factura en nombre,22934,Sí,1171
SOL_S 2209FV01924.PDF,Factura en nombre,fv01924,Sí,1112
SOL_S 2209FV04890.PDF,Factura en nombre,220,Sí,1123
TED GIFTED 0517_09_22_WDTS.pdf,Factura en nombre,17,Sí,1106
TIPSA FACTURA 2022016437.pdf,Factura en nombre,220,Sí,1123
TIPSA FACTURA 2022016438.pdf,Factura en nombre,220,Sí,1123
ZYAN DIGITAL 22F1-1-06151.pdf,Factura en nombre,f1-1-06151,Sí,1135
ZYAN DIGITAL 22F1-1-06186.pdf,Factura en nombre,f1-1-06186,Sí,1142
ZYAN DIGITAL 22F1-1-06212.pdf,Factura en nombre,f1-1-06212,Sí,1146
ZYAN DIGITAL 22F1-1-06257.pdf,Factura en nombre,f1-1-06257,Sí,1148
